SessionID,UserID,Timestamp,PageType,DeviceType,ReferralSource,TimeOnPage_seconds,ItemsInCart,Purchased
S377,U936,2024-01-02 04:06:22,Product,Mobile,Direct,138,2,0
S378,U817,2024-01-25 18:17:07,Home,Mobile,Social,37,0,0
S379,U132,2024-04-21 11:52:45,Home,Desktop,Ads,58,0,0
S380,U483,2024-12-12 03:49:52,Home,Desktop,Social,5,0,0
S381,U182,2024-09-22 03:30:29,Cart,Mobile,Social,253,2,0
S382,U282,2024-07-27 15:36:43,Home,Mobile,Social,51,0,0
S383,U874,2024-01-09 19:54:30,Cart,Desktop,Direct,296,1,1
S384,U943,2024-03-30 04:37:27,Home,Mobile,Direct,25,0,0
S385,U132,2024-11-10 08:53:00,Product,Desktop,Social,78,1,0
S386,U346,2024-03-21 00:49:11,Home,Mobile,Direct,31,0,0
S387,U350,2024-10-14 14:20:35,Home,Mobile,Ads,53,0,0
S388,U243,2024-07-14 16:38:58,Cart,Tablet,Ads,127,1,1
S389,U342,2024-04-27 04:38:54,Product,Tablet,Ads,148,0,0
S390,U407,2024-04-16 20:37:13,Home,Tablet,Social,25,0,0
S391,U741,2024-09-20 14:24:34,Home,Mobile,Social,52,0,0
S392,U904,2024-07-22 16:21:00,Home,Mobile,Direct,59,0,0
S393,U288,2024-10-19 23:40:03,Home,Mobile,Direct,10,0,0
S394,U925,2024-06-28 19:42:26,Cart,Tablet,Ads,226,4,1
S395,U497,2024-04-04 07:36:19,Home,Mobile,Direct,35,0,0
S396,U967,2024-05-24 02:41:34,Home,Desktop,Direct,9,0,0
S397,U486,2024-09-18 15:04:38,Product,Mobile,Direct,164,4,0
S398,U590,2024-03-22 02:59:14,Product,Mobile,Social,129,0,0
S399,U316,2024-12-29 22:57:43,Home,Desktop,Ads,5,0,0
S400,U348,2024-09-27 03:42:24,Product,Mobile,Social,132,2,0
S401,U894,2024-04-19 22:18:10,Home,Mobile,Direct,44,0,0
S402,U468,2024-07-18 03:47:47,Product,Mobile,Social,91,1,0
S403,U879,2024-11-22 02:51:42,Home,Mobile,Direct,43,0,0
S404,U676,2024-12-01 13:51:16,Home,Mobile,Direct,30,0,0
S405,U402,2024-02-29 04:34:38,Home,Mobile,Ads,38,0,0
S406,U611,2024-08-01 20:21:37,Product,Desktop,Direct,73,2,0
S407,U840,2024-09-06 05:01:32,Product,Mobile,Ads,76,1,0
S408,U273,2024-02-24 08:30:28,Product,Mobile,Social,170,1,0
S409,U757,2024-01-23 19:25:20,Home,Desktop,Direct,19,0,0
S410,U882,2024-01-03 11:30:05,Home,Desktop,Direct,41,0,0
S411,U109,2024-03-25 22:36:54,Home,Mobile,Ads,25,0,0
S412,U775,2024-07-08 11:07:56,Home,Mobile,Direct,18,0,0
S413,U642,2024-10-07 11:19:26,Home,Tablet,Direct,6,0,0
S414,U925,2024-12-30 22:44:59,Cart,Mobile,Direct,132,3,1
S415,U734,2024-07-23 10:55:31,Home,Mobile,Ads,42,0,0
S416,U482,2024-06-06 16:26:59,Home,Mobile,Ads,38,0,0
S417,U800,2024-11-17 14:05:52,Product,Desktop,Social,117,0,0
S418,U195,2024-06-06 09:28:03,Home,Mobile,Direct,22,0,0
S419,U819,2024-03-07 13:24:38,Home,Desktop,Ads,34,0,0
S420,U679,2024-11-29 04:46:10,Cart,Tablet,Direct,278,3,0
S421,U377,2024-01-19 01:59:20,Cart,Mobile,Ads,59,2,0
S422,U283,2024-12-26 16:43:47,Product,Mobile,Direct,164,3,0
S423,U870,2024-11-14 17:23:31,Product,Mobile,Direct,88,1,0
S424,U677,2024-04-03 09:21:47,Home,Desktop,Ads,38,0,0
S425,U439,2024-05-29 01:42:21,Product,Mobile,Social,145,1,0
S426,U612,2024-10-16 12:09:31,Cart,Mobile,Social,72,3,1
S427,U719,2024-10-25 15:39:07,Product,Mobile,Social,134,0,0
S428,U130,2024-09-03 06:27:15,Home,Tablet,Direct,51,0,0
S429,U666,2024-12-31 12:05:13,Home,Mobile,Ads,27,0,0
S430,U187,2024-10-26 21:07:18,Product,Desktop,Ads,114,0,0
S431,U374,2024-02-29 21:26:36,Home,Desktop,Direct,15,0,0
S432,U424,2024-05-20 01:58:11,Home,Mobile,Direct,58,0,0
S433,U879,2024-04-14 18:24:19,Home,Mobile,Direct,20,0,0
S434,U517,2024-02-10 02:45:35,Home,Mobile,Direct,12,0,0
S435,U984,2024-05-29 14:40:39,Home,Mobile,Ads,8,0,0
S436,U685,2024-07-21 09:02:46,Home,Mobile,Direct,44,0,0
S437,U374,2024-07-10 12:14:53,Home,Mobile,Direct,8,0,0
S438,U595,2024-10-30 22:58:54,Home,Mobile,Direct,29,0,0
S439,U708,2024-08-27 11:46:11,Home,Mobile,Direct,7,0,0
S440,U440,2024-11-22 20:24:19,Product,Desktop,Direct,70,3,0
S441,U540,2024-11-12 16:46:56,Product,Desktop,Ads,24,0,0
S442,U428,2024-08-22 06:20:11,Cart,Mobile,Social,121,2,1
S443,U398,2024-10-12 09:31:31,Product,Mobile,Ads,41,0,0
S444,U433,2024-05-26 01:05:22,Home,Desktop,Direct,25,0,0
S445,U706,2024-07-30 21:37:54,Home,Desktop,Direct,10,0,0
S446,U825,2024-03-22 10:03:52,Home,Mobile,Ads,5,0,0
S447,U789,2024-07-12 21:50:35,Home,Mobile,Direct,9,0,0
S448,U832,2024-06-13 07:50:18,Product,Mobile,Social,53,1,0
S449,U696,2024-06-04 15:46:27,Home,Tablet,Social,53,0,0
S450,U656,2024-01-15 06:40:34,Product,Mobile,Social,92,1,0
S451,U708,2024-09-04 20:16:19,Cart,Mobile,Ads,278,2,1
S452,U762,2024-08-25 22:34:19,Home,Tablet,Ads,51,0,0
S453,U870,2024-05-08 18:42:18,Cart,Mobile,Direct,243,1,1
S454,U864,2024-07-20 11:32:44,Home,Desktop,Direct,51,0,0
S455,U500,2024-06-28 20:03:42,Product,Mobile,Ads,67,1,0
S456,U125,2024-07-06 11:45:09,Home,Mobile,Social,21,0,0
S457,U951,2024-12-31 07:44:14,Product,Mobile,Direct,20,0,0
S458,U633,2024-07-06 13:11:47,Home,Mobile,Ads,12,0,0
S459,U426,2024-01-27 02:06:36,Home,Desktop,Direct,53,0,0
S460,U763,2024-02-12 11:20:02,Product,Mobile,Social,75,2,0
S461,U628,2024-03-08 18:01:19,Home,Mobile,Direct,26,0,0
S462,U337,2024-11-05 19:37:22,Home,Mobile,Ads,18,0,0
S463,U505,2024-01-12 08:05:30,Product,Desktop,Direct,149,1,0
S464,U498,2024-01-02 17:28:38,Product,Mobile,Ads,75,1,0
S465,U691,2024-02-09 12:23:52,Product,Mobile,Direct,22,0,0
S466,U568,2024-02-14 06:08:14,Home,Desktop,Ads,51,0,0
S467,U711,2024-05-30 22:22:49,Product,Mobile,Direct,37,2,0
S468,U732,2024-03-08 00:04:22,Product,Desktop,Direct,34,1,0
S469,U788,2024-02-22 00:29:01,Home,Mobile,Direct,29,0,0
S470,U810,2024-02-24 21:33:25,Home,Mobile,Direct,59,0,0
S471,U533,2024-03-13 03:20:59,Home,Mobile,Social,41,0,0
S472,U668,2024-03-05 19:17:57,Home,Mobile,Direct,32,0,0
S473,U734,2024-01-21 19:41:35,Product,Tablet,Direct,36,0,0
S474,U934,2024-05-29 02:37:08,Cart,Mobile,Ads,115,3,1
S475,U827,2024-11-22 04:21:32,Home,Mobile,Ads,30,0,0
S476,U399,2024-01-13 16:44:25,Home,Mobile,Direct,48,0,0
S477,U679,2024-10-15 08:46:18,Product,Mobile,Ads,32,0,0
S478,U374,2024-10-28 00:34:37,Home,Tablet,Ads,24,0,0
S479,U878,2024-10-06 05:22:53,Home,Mobile,Direct,29,0,0
S480,U404,2024-12-05 17:49:07,Cart,Mobile,Social,96,4,1
S481,U986,2024-02-15 14:07:01,Product,Mobile,Social,130,1,0
S482,U981,2024-10-03 00:42:25,Product,Mobile,Ads,102,2,0
S483,U933,2024-03-21 08:50:45,Product,Mobile,Ads,45,1,0
S484,U272,2024-05-05 16:40:13,Cart,Mobile,Social,255,4,1
S485,U795,2024-11-12 14:02:12,Home,Tablet,Ads,49,0,0
S486,U383,2024-12-02 17:28:09,Product,Desktop,Direct,140,0,0
S487,U828,2024-05-05 02:09:32,Product,Desktop,Ads,169,0,0
S488,U245,2024-08-12 05:59:45,Product,Desktop,Direct,89,0,0
S489,U748,2024-11-04 14:11:45,Product,Mobile,Ads,23,0,0
S490,U811,2024-12-29 15:17:06,Product,Mobile,Direct,113,1,0
S491,U989,2024-10-27 15:27:49,Product,Mobile,Social,74,0,0
S492,U970,2024-01-25 14:17:05,Product,Mobile,Social,50,1,0
S493,U606,2024-04-14 06:56:41,Home,Mobile,Ads,44,0,0
S494,U679,2024-11-27 01:09:15,Home,Mobile,Ads,41,0,0
S495,U147,2024-02-08 16:06:13,Product,Desktop,Direct,85,1,0
S496,U551,2024-06-26 07:03:26,Home,Tablet,Direct,24,0,0
S497,U765,2024-04-27 05:35:25,Home,Tablet,Direct,32,0,0
S498,U356,2024-02-02 00:12:54,Home,Tablet,Direct,15,0,0
S499,U740,2024-04-28 15:33:09,Product,Desktop,Direct,81,2,0
S500,U820,2024-02-06 23:10:34,Home,Mobile,Direct,6,0,0
S501,U631,2024-09-21 01:53:54,Home,Mobile,Direct,19,0,0
S502,U980,2024-06-13 00:15:04,Product,Mobile,Direct,63,1,0
S503,U848,2024-11-09 00:03:43,Home,Mobile,Social,9,0,0
S504,U491,2024-10-27 09:10:27,Product,Desktop,Ads,137,0,0
S505,U170,2024-07-25 00:41:43,Home,Desktop,Direct,8,0,0
S506,U839,2024-03-23 17:49:14,Product,Mobile,Direct,132,1,0
S507,U980,2024-03-25 08:52:01,Home,Mobile,Ads,16,0,0
S508,U459,2024-06-15 18:11:35,Home,Mobile,Direct,51,0,0
S509,U354,2024-08-02 22:01:49,Product,Desktop,Direct,145,2,0
S510,U968,2024-11-24 23:15:53,Product,Mobile,Ads,119,0,0
S511,U293,2024-10-17 10:24:28,Home,Desktop,Ads,17,0,0
S512,U606,2024-05-29 20:42:51,Home,Mobile,Ads,47,0,0
S513,U112,2024-05-20 05:40:45,Cart,Desktop,Ads,190,3,1
S514,U659,2024-09-22 05:28:52,Home,Mobile,Social,10,0,0
S515,U117,2024-08-16 02:37:28,Home,Mobile,Direct,54,0,0
S516,U908,2024-06-03 13:23:45,Home,Desktop,Ads,14,0,0
S517,U533,2024-09-29 13:20:57,Home,Desktop,Ads,9,0,0
S518,U384,2024-02-02 11:10:52,Home,Mobile,Direct,27,0,0
S519,U649,2024-05-06 21:32:00,Home,Desktop,Social,14,0,0
S520,U417,2024-09-28 08:07:52,Home,Tablet,Direct,48,0,0
S521,U188,2024-12-25 02:09:19,Home,Mobile,Ads,6,0,0
S522,U782,2024-10-15 01:05:04,Product,Mobile,Direct,149,0,0
S523,U818,2024-01-05 09:47:43,Home,Tablet,Ads,24,0,0
S524,U270,2024-05-24 10:04:27,Home,Desktop,Direct,5,0,0
S525,U889,2024-12-15 11:39:07,Home,Desktop,Direct,41,0,0
S526,U369,2024-10-03 15:20:01,Cart,Mobile,Ads,294,1,0
S527,U611,2024-11-29 17:48:49,Home,Mobile,Direct,15,0,0
S528,U687,2024-09-18 19:15:28,Product,Mobile,Ads,113,1,0
S529,U979,2024-12-01 03:04:35,Home,Mobile,Direct,35,0,0
S530,U283,2024-12-27 15:02:27,Cart,Desktop,Ads,98,1,1
S531,U329,2024-05-04 23:24:43,Home,Tablet,Direct,48,0,0
S532,U685,2024-05-24 18:49:26,Home,Desktop,Direct,54,0,0
S533,U923,2024-07-19 07:21:47,Cart,Mobile,Direct,166,2,0
S534,U892,2024-11-24 02:32:24,Home,Mobile,Direct,38,0,0
S535,U305,2024-04-23 05:51:47,Home,Mobile,Ads,16,0,0
S536,U477,2024-08-17 18:57:33,Cart,Desktop,Ads,64,3,0
S537,U878,2024-11-05 03:00:40,Home,Mobile,Direct,5,0,0
S538,U654,2024-05-14 12:54:10,Product,Desktop,Direct,91,2,0
S539,U101,2024-10-21 17:43:56,Product,Desktop,Ads,102,4,0
S540,U310,2024-07-24 18:13:44,Cart,Tablet,Social,107,3,1
S541,U828,2024-04-18 16:09:38,Home,Tablet,Social,30,0,0
S542,U522,2024-09-29 04:21:59,Product,Mobile,Ads,61,1,0
S543,U617,2024-02-21 20:26:21,Product,Mobile,Ads,58,1,0
S544,U545,2024-09-14 06:25:29,Cart,Mobile,Direct,43,4,1
S545,U817,2024-11-19 01:52:06,Product,Mobile,Direct,82,2,0
S546,U307,2024-02-22 20:39:15,Product,Mobile,Direct,72,1,0
S547,U560,2024-06-29 23:56:54,Home,Mobile,Direct,44,0,0
S548,U562,2024-04-29 17:38:10,Home,Desktop,Direct,44,0,0
S549,U946,2024-09-30 16:19:29,Product,Mobile,Social,153,1,0
S550,U251,2024-02-05 10:09:57,Product,Tablet,Direct,61,0,0
S551,U793,2024-04-26 01:23:50,Home,Tablet,Direct,56,0,0
S552,U975,2024-06-24 14:49:13,Home,Mobile,Direct,19,0,0
S553,U923,2024-11-04 06:50:35,Home,Mobile,Social,51,0,0
S554,U233,2024-03-17 22:44:01,Product,Mobile,Ads,174,1,0
S555,U696,2024-08-15 15:01:21,Home,Desktop,Direct,40,0,0
S556,U302,2024-12-16 11:52:23,Product,Desktop,Direct,105,4,0
S557,U225,2024-01-17 13:57:30,Cart,Tablet,Direct,39,2,1
S558,U608,2024-01-12 10:47:41,Home,Mobile,Direct,9,0,0
S559,U381,2024-04-18 16:26:00,Home,Mobile,Ads,14,0,0
S560,U762,2024-04-24 14:34:46,Home,Desktop,Direct,37,0,0
S561,U386,2024-05-28 17:57:40,Home,Mobile,Social,58,0,0
S562,U355,2024-09-01 23:03:25,Cart,Mobile,Direct,188,2,1
S563,U591,2024-07-30 11:16:25,Product,Mobile,Ads,34,1,0
S564,U497,2024-04-15 00:38:35,Home,Mobile,Direct,33,0,0
S565,U159,2024-11-10 01:12:01,Cart,Desktop,Social,290,4,1
S566,U202,2024-04-06 06:11:42,Product,Mobile,Social,149,1,0
S567,U882,2024-03-26 05:03:51,Home,Tablet,Direct,31,0,0
S568,U280,2024-04-01 20:48:58,Home,Desktop,Ads,35,0,0
S569,U820,2024-09-29 01:41:59,Home,Mobile,Direct,55,0,0
S570,U956,2024-11-10 17:29:10,Product,Mobile,Direct,88,2,0
S571,U138,2024-02-05 01:15:35,Home,Desktop,Direct,24,0,0
S572,U100,2024-05-08 19:59:05,Cart,Mobile,Ads,283,3,1
S573,U160,2024-01-09 12:14:34,Home,Desktop,Direct,14,0,0
S574,U966,2024-07-23 09:25:25,Product,Tablet,Direct,153,0,0
S575,U700,2024-02-09 05:41:17,Home,Mobile,Social,12,0,0
S576,U910,2024-09-05 06:23:27,Cart,Mobile,Social,247,3,0
S577,U328,2024-09-15 11:12:17,Home,Mobile,Direct,17,0,0
S578,U230,2024-03-10 00:21:40,Product,Tablet,Social,130,0,0
S579,U971,2024-10-26 08:39:35,Cart,Desktop,Social,200,4,1
S580,U754,2024-08-07 15:18:37,Home,Mobile,Direct,16,0,0
S581,U343,2024-05-14 16:30:16,Cart,Desktop,Direct,162,4,1
S582,U557,2024-01-05 10:12:53,Home,Mobile,Direct,41,0,0
S583,U905,2024-02-11 22:57:19,Product,Mobile,Direct,111,1,0
S584,U270,2024-12-09 12:37:19,Home,Desktop,Direct,35,0,0
S585,U203,2024-11-17 21:02:27,Home,Desktop,Ads,13,0,0
S586,U266,2024-06-24 06:18:13,Home,Desktop,Direct,58,0,0
S587,U367,2024-02-10 16:06:29,Home,Mobile,Direct,55,0,0
S588,U660,2024-12-31 18:31:49,Product,Mobile,Ads,65,3,0
S589,U821,2024-01-13 00:52:39,Home,Desktop,Ads,41,0,0
S590,U260,2024-01-21 19:10:32,Home,Mobile,Direct,25,0,0
S591,U371,2024-09-13 13:13:07,Home,Mobile,Direct,30,0,0
S592,U257,2024-01-22 04:01:19,Home,Mobile,Direct,50,0,0
S593,U304,2024-02-07 15:59:00,Home,Mobile,Direct,40,0,0
S594,U584,2024-11-23 16:29:52,Home,Desktop,Direct,58,0,0
S595,U193,2024-09-06 06:37:41,Home,Mobile,Social,27,0,0
S596,U291,2024-06-22 02:55:36,Home,Mobile,Direct,5,0,0
S597,U677,2024-01-24 22:31:14,Home,Desktop,Direct,58,0,0
S598,U927,2024-07-29 06:40:13,Home,Desktop,Direct,59,0,0
S599,U960,2024-05-30 08:05:25,Product,Mobile,Ads,162,0,0
S600,U686,2024-12-08 09:36:34,Home,Mobile,Direct,25,0,0
S601,U614,2024-08-09 20:09:20,Cart,Desktop,Ads,166,3,0
S602,U875,2024-06-23 09:21:13,Home,Tablet,Social,14,0,0
S603,U229,2024-01-17 13:46:05,Home,Tablet,Direct,56,0,0
S604,U954,2024-08-19 02:14:46,Home,Tablet,Social,57,0,0
S605,U189,2024-05-30 17:20:46,Home,Mobile,Social,30,0,0
S606,U569,2024-12-22 04:34:06,Product,Desktop,Ads,82,0,0
S607,U900,2024-06-11 22:53:52,Home,Mobile,Ads,56,0,0
S608,U208,2024-08-06 12:35:33,Product,Desktop,Social,110,2,0
S609,U998,2024-06-08 13:46:21,Home,Desktop,Ads,21,0,0
S610,U138,2024-03-07 21:01:04,Home,Mobile,Ads,47,0,0
S611,U139,2024-06-02 17:03:20,Product,Mobile,Direct,171,0,0
S612,U375,2024-12-14 08:56:17,Home,Mobile,Ads,29,0,0
S613,U387,2024-11-23 07:53:57,Home,Desktop,Direct,11,0,0
S614,U237,2024-04-26 16:40:50,Cart,Desktop,Direct,227,4,1
S615,U719,2024-09-07 17:00:25,Home,Mobile,Social,57,0,0
S616,U858,2024-07-07 03:29:51,Product,Desktop,Social,82,1,0
S617,U910,2024-03-02 17:43:50,Home,Desktop,Direct,47,0,0
S618,U682,2024-01-12 05:48:59,Home,Desktop,Direct,26,0,0
S619,U355,2024-01-13 20:14:40,Home,Tablet,Ads,30,0,0
S620,U477,2024-11-15 19:38:05,Home,Mobile,Social,32,0,0
S621,U347,2024-05-24 15:38:30,Home,Mobile,Social,54,0,0
S622,U700,2024-08-02 02:48:09,Home,Mobile,Social,25,0,0
S623,U391,2024-01-11 15:51:25,Home,Mobile,Ads,53,0,0
S624,U977,2024-03-26 23:08:29,Product,Desktop,Direct,103,0,0
S625,U625,2024-01-08 18:54:05,Product,Tablet,Ads,105,1,0
S626,U235,2024-09-08 09:56:24,Home,Desktop,Direct,32,0,0
S627,U829,2024-10-02 11:47:26,Product,Mobile,Direct,90,1,0
S628,U570,2024-04-07 20:47:53,Home,Mobile,Ads,5,0,0
S629,U698,2024-02-09 17:37:04,Home,Tablet,Social,36,0,0
S630,U674,2024-09-08 09:39:57,Home,Mobile,Ads,17,0,0
S631,U165,2024-05-10 14:23:26,Cart,Desktop,Direct,244,2,0
S632,U292,2024-02-28 05:26:32,Home,Mobile,Direct,55,0,0
S633,U776,2024-05-04 02:45:17,Product,Desktop,Ads,81,0,0
S634,U365,2024-12-18 05:01:42,Home,Mobile,Direct,36,0,0
S635,U451,2024-10-09 03:56:08,Product,Desktop,Ads,49,1,0
S636,U787,2024-05-19 05:26:07,Home,Desktop,Social,20,0,0
S637,U400,2024-02-07 21:43:35,Home,Desktop,Ads,44,0,0
S638,U796,2024-12-15 08:47:50,Home,Mobile,Direct,23,0,0
S639,U530,2024-11-02 01:32:06,Product,Mobile,Ads,97,0,0
S640,U971,2024-02-15 17:48:10,Home,Desktop,Ads,55,0,0
S641,U583,2024-12-11 10:03:06,Home,Mobile,Ads,51,0,0
S642,U405,2024-06-09 10:26:19,Home,Desktop,Direct,54,0,0
S643,U450,2024-06-07 21:56:39,Cart,Tablet,Direct,142,2,0
S644,U897,2024-02-01 09:13:02,Home,Desktop,Direct,54,0,0
S645,U104,2024-06-24 13:26:29,Home,Desktop,Direct,34,0,0
S646,U601,2024-10-31 22:41:45,Product,Mobile,Ads,148,1,0
S647,U513,2024-06-15 14:48:25,Cart,Mobile,Direct,84,4,1
S648,U114,2024-12-12 10:06:07,Home,Desktop,Direct,43,0,0
S649,U741,2024-10-11 21:40:40,Home,Desktop,Direct,7,0,0
S650,U205,2024-05-28 22:56:58,Home,Mobile,Direct,36,0,0
S651,U405,2024-04-22 22:42:41,Home,Mobile,Ads,14,0,0
S652,U803,2024-02-21 23:00:28,Home,Tablet,Direct,14,0,0
S653,U268,2024-12-18 04:52:00,Cart,Mobile,Ads,191,3,1
S654,U316,2024-10-12 02:05:24,Home,Mobile,Direct,37,0,0
S655,U484,2024-12-06 09:59:00,Product,Desktop,Ads,51,0,0
S656,U777,2024-02-11 23:41:25,Product,Mobile,Ads,86,2,0
S657,U554,2024-05-27 16:13:19,Home,Mobile,Ads,28,0,0
S658,U811,2024-09-23 07:33:37,Product,Mobile,Ads,91,0,0
S659,U376,2024-08-29 20:53:45,Product,Mobile,Social,86,0,0
S660,U623,2024-10-06 03:23:12,Product,Mobile,Ads,54,2,0
S661,U303,2024-08-24 12:18:29,Home,Mobile,Ads,36,0,0
S662,U466,2024-09-30 04:30:20,Home,Mobile,Ads,28,0,0
S663,U804,2024-12-28 09:20:57,Home,Mobile,Direct,18,0,0
S664,U213,2024-11-20 08:55:40,Home,Mobile,Social,36,0,0
S665,U176,2024-10-08 00:06:06,Product,Tablet,Ads,161,2,0
S666,U403,2024-04-12 13:49:25,Home,Mobile,Direct,35,0,0
S667,U972,2024-04-22 20:16:56,Home,Desktop,Direct,59,0,0
S668,U197,2024-11-26 14:11:12,Product,Mobile,Social,26,1,0
S669,U436,2024-05-18 20:23:48,Product,Tablet,Direct,166,2,0
S670,U481,2024-11-12 12:01:03,Home,Mobile,Direct,40,0,0
S671,U378,2024-11-20 13:21:58,Home,Desktop,Ads,33,0,0
S672,U215,2024-02-21 11:05:50,Product,Mobile,Social,167,2,0
S673,U206,2024-06-10 13:39:33,Cart,Mobile,Direct,263,3,1
S674,U897,2024-05-19 06:23:02,Product,Desktop,Social,138,1,0
S675,U594,2024-12-23 10:43:51,Home,Desktop,Direct,16,0,0
S676,U367,2024-09-11 08:47:46,Home,Desktop,Ads,24,0,0
S677,U785,2024-12-05 02:17:16,Home,Mobile,Ads,9,0,0
S678,U543,2024-09-13 23:36:52,Product,Mobile,Ads,156,0,0
S679,U252,2024-11-21 20:21:16,Product,Desktop,Ads,105,1,0
S680,U758,2024-12-28 20:58:22,Home,Desktop,Social,48,0,0
S681,U176,2024-10-18 19:50:06,Home,Mobile,Social,28,0,0
S682,U619,2024-03-27 11:46:30,Home,Mobile,Social,21,0,0
S683,U570,2024-06-21 12:08:25,Product,Mobile,Social,133,3,0
S684,U423,2024-02-16 02:25:40,Cart,Mobile,Direct,238,3,0
S685,U670,2024-08-01 05:58:18,Home,Mobile,Ads,18,0,0
S686,U620,2024-08-06 09:19:10,Home,Desktop,Social,13,0,0
S687,U945,2024-01-22 01:52:53,Product,Desktop,Direct,122,1,0
S688,U833,2024-09-12 05:14:32,Home,Mobile,Direct,13,0,0
S689,U102,2024-05-12 13:40:44,Home,Desktop,Ads,58,0,0
S690,U634,2024-05-25 04:54:38,Product,Mobile,Direct,173,1,0
S691,U941,2024-10-05 09:34:59,Product,Mobile,Direct,56,1,0
S692,U292,2024-02-16 21:25:56,Cart,Mobile,Ads,175,3,1
S693,U210,2024-10-21 01:08:36,Home,Tablet,Social,25,0,0
S694,U890,2024-12-12 07:45:10,Home,Desktop,Social,46,0,0
S695,U610,2024-01-02 16:25:46,Home,Mobile,Social,40,0,0
S696,U620,2024-10-30 08:12:25,Cart,Mobile,Ads,63,1,1
S697,U206,2024-05-30 10:52:54,Product,Desktop,Direct,141,1,0
S698,U528,2024-08-24 12:13:57,Cart,Mobile,Social,116,4,0
S699,U563,2024-11-08 13:15:00,Home,Mobile,Ads,57,0,0
S700,U406,2024-11-23 10:01:23,Product,Desktop,Ads,46,0,0
S701,U305,2024-03-22 10:39:50,Product,Mobile,Direct,72,3,0
S702,U827,2024-09-09 11:14:39,Cart,Mobile,Ads,202,3,1
S703,U879,2024-05-16 19:05:39,Home,Mobile,Social,21,0,0
S704,U790,2024-10-17 10:38:30,Product,Mobile,Social,141,1,0
S705,U927,2024-01-05 23:01:47,Home,Mobile,Direct,50,0,0
S706,U304,2024-04-13 16:25:04,Product,Mobile,Direct,73,0,0
S707,U249,2024-11-21 23:36:20,Home,Desktop,Direct,47,0,0
S708,U133,2024-05-19 07:09:45,Product,Mobile,Social,55,0,0
S709,U860,2024-09-08 07:35:25,Home,Mobile,Ads,55,0,0
S710,U809,2024-09-15 01:31:44,Home,Mobile,Direct,30,0,0
S711,U665,2024-01-21 21:28:22,Home,Mobile,Ads,33,0,0
S712,U949,2024-03-28 14:15:51,Cart,Desktop,Ads,296,1,0
S713,U856,2024-08-22 07:58:27,Home,Desktop,Direct,44,0,0
S714,U281,2024-09-22 02:50:30,Home,Tablet,Ads,15,0,0
S715,U486,2024-01-16 18:44:18,Home,Mobile,Direct,40,0,0
S716,U105,2024-05-08 09:04:06,Home,Tablet,Direct,53,0,0
S717,U711,2024-01-20 18:00:25,Product,Desktop,Social,171,3,0
S718,U602,2024-11-02 18:28:40,Home,Mobile,Ads,58,0,0
S719,U638,2024-03-26 10:11:40,Cart,Desktop,Direct,98,2,1
S720,U649,2024-06-05 16:07:10,Home,Mobile,Direct,37,0,0
S721,U439,2024-05-20 02:52:46,Home,Tablet,Ads,40,0,0
S722,U674,2024-11-15 21:19:56,Product,Desktop,Direct,100,1,0
S723,U556,2024-04-03 08:12:16,Cart,Desktop,Social,230,2,0
S724,U490,2024-12-21 17:06:32,Product,Mobile,Direct,59,1,0
S725,U125,2024-12-19 22:15:59,Home,Desktop,Ads,21,0,0
S726,U556,2024-07-08 01:20:55,Home,Desktop,Direct,5,0,0
S727,U184,2024-02-07 06:22:43,Home,Tablet,Ads,29,0,0
S728,U741,2024-01-26 10:14:29,Home,Desktop,Direct,47,0,0
S729,U955,2024-02-10 08:40:05,Home,Desktop,Social,44,0,0
S730,U762,2024-11-13 04:42:08,Cart,Mobile,Direct,54,2,0
S731,U138,2024-02-03 23:45:14,Home,Mobile,Direct,43,0,0
S732,U688,2024-11-15 02:02:49,Home,Mobile,Direct,39,0,0
S733,U543,2024-05-02 21:06:04,Home,Desktop,Ads,7,0,0
S734,U874,2024-10-16 16:46:03,Home,Desktop,Direct,54,0,0
S735,U208,2024-04-22 13:28:22,Product,Mobile,Direct,117,2,0
S736,U490,2024-06-02 10:43:20,Product,Mobile,Direct,120,0,0
S737,U239,2024-10-17 00:15:03,Home,Desktop,Ads,48,0,0
S738,U405,2024-09-20 00:47:29,Product,Tablet,Social,31,4,0
S739,U111,2024-08-02 23:13:09,Product,Mobile,Direct,168,2,0
S740,U650,2024-07-31 15:18:25,Cart,Desktop,Social,244,1,1
S741,U316,2024-06-09 06:13:07,Cart,Mobile,Direct,227,1,0
S742,U298,2024-02-14 12:21:34,Home,Desktop,Social,12,0,0
S743,U572,2024-09-07 08:48:07,Home,Mobile,Direct,29,0,0
S744,U302,2024-10-08 18:58:55,Home,Tablet,Direct,22,0,0
S745,U202,2024-04-20 17:40:14,Product,Tablet,Direct,173,1,0
S746,U436,2024-08-27 08:43:40,Product,Desktop,Direct,45,0,0
S747,U927,2024-05-02 20:26:19,Cart,Mobile,Ads,295,3,1
S748,U383,2024-11-22 06:23:35,Home,Desktop,Direct,20,0,0
S749,U573,2024-06-21 23:02:13,Home,Mobile,Ads,11,0,0
S750,U761,2024-08-23 14:10:46,Home,Mobile,Social,21,0,0
S751,U301,2024-04-12 05:31:29,Product,Desktop,Ads,105,0,0
S752,U969,2024-07-15 23:14:40,Product,Desktop,Ads,136,1,0
S753,U137,2024-08-02 05:13:43,Home,Desktop,Ads,11,0,0
